,Release Year,Title,Origin,categories,attributes,all keywords,Genres,IMDb_Rating,Keywords,Cast
12287,1997,Six Ways to Sunday,American,"['New', ' Coffee', ' Comfort', ' Small', ' Local', ' Hotel', ' Health', ' Dinner', ' Raw', ' Kitchen', ' Hungarian', ' Day', ' Store', ' Water', ' Family']",['casual'],"['New', ' Coffee', ' Comfort', ' Small', ' Local', ' Hotel', ' Health', ' Dinner', ' Raw', ' Kitchen', ' Hungarian', ' Day', ' Store', ' Water', ' Family', ' casual']",,,,
12288,1997,The 6th Man,American,"['American', ' Tea', ' Room', ' Day', ' Pita']",[],"['American', ' Tea', ' Room', ' Day', ' Pita']",,,,
12289,1997,Snow White: A Tale of Terror,American,"['New', ' Tea', ' Snow', ' Health', ' Dinner', ' Room']",[],"['New', ' Tea', ' Snow', ' Health', ' Dinner', ' Room']","['Fantasy', 'Horror']",6.3,"['apple', 'miner', 'mirror', 'necromancy', 'woods']",
12290,1997,Soul Food,American,"['Food', ' Tea', ' Comfort', ' Bar', ' Soul', ' bar', ' Music', ' Butcher', ' Dinner', ' Room', ' Kitchen', ' Day', ' Knife', ' Family']",[],"['Food', ' Tea', ' Comfort', ' Bar', ' Soul', ' bar', ' Music', ' Butcher', ' Dinner', ' Room', ' Kitchen', ' Day', ' Knife', ' Family']","['Comedy', 'Drama']",6.9,"['1990s', 'family relationships', 'food in title', 'sister', 'unity']",
12291,1997,Space Marines,American,"['New', ' Tea', ' Local', ' Pan', ' Raw']",[],"['New', ' Tea', ' Local', ' Pan', ' Raw']",,,,
12292,1997,The Spanish Prisoner,American,"['New', ' Tea', ' Japanese', ' Spanish', ' Hotel', ' Pan', ' Dinner', ' Room', ' Restaurant']",['romantic'],"['New', ' Tea', ' Japanese', ' Spanish', ' Hotel', ' Pan', ' Dinner', ' Room', ' Restaurant', ' romantic']","['Drama', 'Mystery', 'Thriller']",7.3,"['brother sister relationship', 'extradition', 'fbi', 'japanese tourist', 'secret']",
12293,1997,Spawn,American,"['New', ' Tea', ' Soul', ' Room', ' Oil', ' Pita', ' Family']",[],"['New', ' Tea', ' Soul', ' Room', ' Oil', ' Pita', ' Family']","['Action', 'Horror']",5.2,"['based on comic', 'based on comic book', 'dark hero', 'image comics', 'superhero']",
12294,1997,Speed 2: Cruise Control,American,"['Tea', ' Caribbean', ' Room', ' Oil', ' Water']",[],"['Tea', ' Caribbean', ' Room', ' Oil', ' Water']","['Action', 'Crime', 'Romance', 'Thriller']",3.7,"['collision course', 'computer', 'cruise', 'diamonds', 'ship run aground']",
12295,1997,Sprung,American,"['Fish', ' Family']",[],"['Fish', ' Family']",,,,
12296,1997,Star Kid,American,"['Food', ' New', ' Small', ' Pan', ' Day', ' Restaurant', ' Drive-Thru', ' Family']",[],"['Food', ' New', ' Small', ' Pan', ' Day', ' Restaurant', ' Drive-Thru', ' Family']",,,,
12297,1997,Starship Troopers,American,"['New', ' Tea', ' Small', ' Bar', ' bar', ' Knife']",[],"['New', ' Tea', ' Small', ' Bar', ' bar', ' Knife']","['Action', 'Sci-Fi', 'War']",7.2,"['alien', 'federation', 'future', 'military', 'planet']",
12298,1997,Steel,American,"['New', ' Tea', ' Day', ' Restaurant', ' Pita']",[],"['New', ' Tea', ' Day', ' Restaurant', ' Pita']","['Action', 'Crime', 'Sci-Fi']",2.8,"['fight', 'gang', 'junkyard', 'military', 'soldier']",
12299,1997,Strawberry Fields,American,"['American', ' New', ' Japanese', ' Bar', ' bar', ' Pan', ' Raw']",[],"['American', ' New', ' Japanese', ' Bar', ' bar', ' Pan', ' Raw']",,,,
12300,1997,Suicide Kings,American,"['Poke', ' Stands', ' Bar', ' bar', ' Restaurant', ' Pita']",[],"['Poke', ' Stands', ' Bar', ' bar', ' Restaurant', ' Pita']",,,,
12301,1997,The Swan Princess II: Escape from Castle Mountain,American,"['New', ' Bar', ' bar', ' Day', ' Water', ' Guest']",[],"['New', ' Bar', ' bar', ' Day', ' Water', ' Guest']",,,,
12302,1997,Swept from the Sea,American,"['New', ' Tea', ' Ukrainian', ' Health', ' Pan', ' Russian', ' Day', ' Family']",['romantic'],"['New', ' Tea', ' Ukrainian', ' Health', ' Pan', ' Russian', ' Day', ' Family', ' romantic']",,,,
12303,1997,Switchback,American,"['Tea', ' Street', ' Small', ' Plates', ' Snow', ' Bar', ' Wraps', ' Hotel', ' bar', ' Latin', ' Room', ' Day', ' Candy', ' Store', ' Knife', ' Family']",[],"['Tea', ' Street', ' Small', ' Plates', ' Snow', ' Bar', ' Wraps', ' Hotel', ' bar', ' Latin', ' Room', ' Day', ' Candy', ' Store', ' Knife', ' Family']","['Crime', 'Mystery', 'Thriller']",6.4,"['deputy', 'fbi agent', 'knife held to throat', 'serial killer', 'sheriff']",
12304,1997,Telling Lies in America,American,"['Personal', ' Grocery', ' Local', ' Pan', ' Store']",[],"['Personal', ' Grocery', ' Local', ' Pan', ' Store']",,,,
12305,1997,That Darn Cat,American,"['Tea', ' Personal', ' Garden', ' Family']",[],"['Tea', ' Personal', ' Garden', ' Family']",,,,
12306,1997,That Old Feeling,American,"['New', ' Pub', ' Day', ' Honey']",[],"['New', ' Pub', ' Day', ' Honey']",,,,
12307,1997,"This World, Then the Fireworks",American,"['New', ' Adult']",[],"['New', ' Adult']",,,,
12308,1997,A Thousand Acres,American,"['Bar', ' bar', ' Family']",[],"['Bar', ' bar', ' Family']",,,,
12309,1997,'Til There Was You,American,"['Modern', ' Bar', ' bar', ' Family']",[],"['Modern', ' Bar', ' bar', ' Family']",,,,
12310,1997,Titanic,American,"['New', ' Tea', ' Street', ' Pan', ' Dinner', ' Room', ' Raw', ' Day', ' South', ' Water', ' Family']",[],"['New', ' Tea', ' Street', ' Pan', ' Dinner', ' Room', ' Raw', ' Day', ' South', ' Water', ' Family']","['Drama', 'Romance']",7.7,"['artist', 'love', 'ship', 'titanic', 'wet']","Leonardo DiCaprio, Kate Winslet, Gloria Stuart"
12311,1997,Top of the World,American,['Country'],[],['Country'],,,,
12312,1997,Toothless,American,"['New', ' Day', ' Adult', ' Family']",[],"['New', ' Day', ' Adult', ' Family']",,,,
12313,1997,Tower of Terror,American,"['New', ' Spirits', ' Tea', ' Personal', ' Stands', ' Hotel', ' Pub', ' Market', ' Day', ' Store', ' Special', ' Guest']",[],"['New', ' Spirits', ' Tea', ' Personal', ' Stands', ' Hotel', ' Pub', ' Market', ' Day', ' Store', ' Special', ' Guest']",,,,
12314,1997,Trial and Error,American,"['Bar', ' bar', ' Day']",[],"['Bar', ' bar', ' Day']",,,,
12315,1997,Trojan War,American,"['Tea', ' Pan', ' Raw']",[],"['Tea', ' Pan', ' Raw']",,,,
12316,1997,"Truth or Consequences, N.M.",American,['Tea'],[],['Tea'],,,,
12317,1997,Turbo: A Power Rangers Movie,American,"['New', ' Tea', ' Pan', ' Water', ' Pita', ' Family']",[],"['New', ' Tea', ' Pan', ' Water', ' Pita', ' Family']",,,,
12318,1997,Turbulence,American,"['New', ' Japanese', ' Poke', ' Bar', ' bar', ' Pan', ' Room', ' Christmas', ' Restaurant', ' Pita']",[],"['New', ' Japanese', ' Poke', ' Bar', ' bar', ' Pan', ' Room', ' Christmas', ' Restaurant', ' Pita']","['Action', 'Thriller']",4.7,"['airplane', 'christmas', 'marshal', 'pilot', 'u.s. marshal']",
12319,1997,The Twilight of the Golds,American,['Family'],[],['Family'],,,,
12320,1997,U Turn,American,"['Beer', ' Tea', ' Stands', ' Convenience', ' Room', ' Store']",['casual'],"['Beer', ' Tea', ' Stands', ' Convenience', ' Room', ' Store', ' casual']",,,,
12321,1997,Under Wraps,American,"['Wraps', ' Room', ' Kids', ' Raw', ' Family']",[],"['Wraps', ' Room', ' Kids', ' Raw', ' Family']",,,,
12322,1997,Vegas Vacation,American,"['Food', ' New', ' Local', ' Bar', ' Hotel', ' bar', ' Room', ' Kids', ' Day', ' Water', ' Udon', ' Family']",[],"['Food', ' New', ' Local', ' Bar', ' Hotel', ' bar', ' Room', ' Kids', ' Day', ' Water', ' Udon', ' Family']",,,,
12323,1997,Velocity Trap,American,"['Tea', ' Local']",['romantic'],"['Tea', ' Local', ' romantic']",,,,
12324,1997,Volcano,American,"['New', ' Tea', ' Street', ' Small', ' Bar', ' bar', ' Water', ' Family']",[],"['New', ' Tea', ' Street', ' Small', ' Bar', ' bar', ' Water', ' Family']","['Action', 'Drama', 'Sci-Fi', 'Thriller']",5.4,"['earthquake', 'fire', 'lava', 'rescue', 'volcano']",
12325,1997,Wag the Dog,American,"['New', ' Tea', ' Pub', ' Raw']",[],"['New', ' Tea', ' Pub', ' Raw']","['Comedy', 'Drama']",7.1,"['death', 'election', 'hollywood', 'president', 'scandal']",
12326,1997,Waiting for Guffman,American,"['New', ' Tea', ' Small', ' Themed', ' Snow', ' Music', ' Dinner', ' Day', ' Pita', ' Guest']",[],"['New', ' Tea', ' Small', ' Themed', ' Snow', ' Music', ' Dinner', ' Day', ' Pita', ' Guest']",['Comedy'],7.6,"['amateur theater', 'dentist', 'missouri', 'small town', 'travel agent']",
12327,1997,Warriors of Virtue,American,"['Tea', ' Bar', ' bar', ' Kids', ' Raw', ' Day', ' Restaurant', ' Grill', ' Water']",[],"['Tea', ' Bar', ' bar', ' Kids', ' Raw', ' Day', ' Restaurant', ' Grill', ' Water']","['Action', 'Adventure', 'Fantasy']",4.6,"['anthropomorphic animal', 'football', 'kangaroo', 'sword and sorcery', 'water boy']",
12328,1997,Washington Square,American,"['New', ' Tea', ' Stands', ' Health', ' Pan', ' Social', ' Day']",[],"['New', ' Tea', ' Stands', ' Health', ' Pan', ' Social', ' Day']",,,,
12329,1997,Weapons of Mass Distraction,American,"['Tea', ' Bar', ' bar', ' Room', ' Family']",[],"['Tea', ' Bar', ' bar', ' Room', ' Family']",,,,
12330,1997,Welcome to Sarajevo,American,"['American', ' New', ' Comfort', ' Street', ' Bar', ' Hotel', ' bar', ' Music', ' Pan', ' Day', ' Holiday', ' Pita', ' Family']",[],"['American', ' New', ' Comfort', ' Street', ' Bar', ' Hotel', ' bar', ' Music', ' Pan', ' Day', ' Holiday', ' Pita', ' Family']",,,,
12331,1997,What the Deaf Man Heard,American,"['Small', ' Bar', ' bar', ' Music', ' Adult', ' Family']",[],"['Small', ' Bar', ' bar', ' Music', ' Adult', ' Family']",,,,
12332,1997,Wild America,American,"['American', ' Korean', ' Indian', ' Country', ' Raw', ' Oil', ' Water', ' Knife', ' Special']",[],"['American', ' Korean', ' Indian', ' Country', ' Raw', ' Oil', ' Water', ' Knife', ' Special']",,,,
12333,1997,The Wings of the Dove,American,"['American', ' Wings', ' Pan', ' Dinner', ' Cafe', ' Raw', ' Day']",['intimate'],"['American', ' Wings', ' Pan', ' Dinner', ' Cafe', ' Raw', ' Day', ' intimate']",,,,
12334,1997,The Winter Guest,American,"['Day', ' Guest']",[],"['Day', ' Guest']",,,,
12335,1997,Wishmaster,American,"['Tea', ' Bar', ' Soul', ' bar', ' Persian', ' Day', ' Guest']",[],"['Tea', ' Bar', ' Soul', ' bar', ' Persian', ' Day', ' Guest']",,,,
12336,1997,The Woodlanders,American,"['New', ' Tea', ' Small', ' Bar', ' bar', ' Adult', ' South', ' Honey', ' Pita']",[],"['New', ' Tea', ' Small', ' Bar', ' bar', ' Adult', ' South', ' Honey', ' Pita']",,,,
12337,1997,Zeus and Roxanne,American,"['Fish', ' Tea', ' Local', ' Bar', ' Hotel', ' bar', ' Music', ' Pan', ' Garden', ' Day', ' Outdoor', ' Water', ' Family']",[],"['Fish', ' Tea', ' Local', ' Bar', ' Hotel', ' bar', ' Music', ' Pan', ' Garden', ' Day', ' Outdoor', ' Water', ' Family']",,,,
12338,1998,54,American,"['Bar', ' bar']",[],"['Bar', ' bar']","['Drama', 'Music']",5.8,"['angel dust the drug', 'disco', 'new york city', 'quaalude', 'reference to princess grace of monaco']",
12339,1998,Addams Family Reunion,American,"['New', ' Tea', ' Butcher', ' Reunion', ' Pan', ' Day', ' Family']",[],"['New', ' Tea', ' Butcher', ' Reunion', ' Pan', ' Day', ' Family']",,,,
12340,1998,The Adventures of Sebastian Cole,American,"['New', ' Dinner']",[],"['New', ' Dinner']",,,,
12341,1998,Almost Heroes,American,"['Food', ' Indian', ' Shared', ' Bar', ' bar', ' Collective']",['romantic'],"['Food', ' Indian', ' Shared', ' Bar', ' bar', ' Collective', ' romantic']",,,,
12342,1998,American History X,American,"['American', ' Tea', ' Ethnic', ' Korean', ' Shared', ' African', ' Latin', ' Dinner', ' Room', ' Market']",[],"['American', ' Tea', ' Ethnic', ' Korean', ' Shared', ' African', ' Latin', ' Dinner', ' Room', ' Market']","['Crime', 'Drama']",8.6,"['curb stomping', 'neo nazi', 'prison', ""son dislikes mother's boyfriend"", 'white supremacist']",
12343,1998,An Alan Smithee Film: Burn Hollywood Burn,American,"['Tea', ' Udon']",[],"['Tea', ' Udon']",['Comedy'],3.5,"['box office flop', 'critically bashed', 'director', 'hollywood', 'mockumentary']",
12344,1998,Another Day in Paradise,American,"['Street', ' Small', ' Day']",[],"['Street', ' Small', ' Day']",,,,
12345,1998,Antz,American,"['Food', ' New', ' Tea', ' Bar', ' bar', ' Pan', ' Pub', ' Water']",[],"['Food', ' New', ' Tea', ' Bar', ' bar', ' Pan', ' Pub', ' Water']","['Adventure', 'Animation', 'Comedy', 'Family']",6.6,"['ant', 'friend', 'princess', 'soldier', 'worker']",
12346,1998,Apt Pupil,American,"['New', ' Southern', ' French', ' Pub', ' Room', ' Store', ' South', ' Pita']",[],"['New', ' Southern', ' French', ' Pub', ' Room', ' Store', ' South', ' Pita']",,,,
12347,1998,Armageddon,American,"['New', ' Tea', ' Bar', ' bar', ' Russian', ' Raw', ' Day', ' Oil', ' Special']",[],"['New', ' Tea', ' Bar', ' bar', ' Russian', ' Raw', ' Day', ' Oil', ' Special']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",6.6,"['asteroid', 'astronaut', 'bomb', 'meteorite', 'outer space']",
12348,1998,The Avengers,American,"['Snow', ' Champagne', ' Special']",[],"['Snow', ' Champagne', ' Special']","['Action', 'Adventure', 'Sci-Fi']",8.1,"['alien invasion', 'assassin', 'battle', 'iron man', 'soldier']",
12350,1998,B. Monkey,American,"['Tea', ' Bar', ' bar', ' Jazz', ' Pita']",[],"['Tea', ' Bar', ' bar', ' Jazz', ' Pita']",,,,
12351,1998,Babe: Pig in the City,American,"['Food', ' Tea', ' Chefs', ' Hotel', ' Pan', ' Dinner', ' Room', ' Day', ' Store', ' Pita', ' Family']",[],"['Food', ' Tea', ' Chefs', ' Hotel', ' Pan', ' Dinner', ' Room', ' Day', ' Store', ' Pita', ' Family']","['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",5.8,"['animal', 'farm', 'farmer', 'hotel', 'pig']",
12352,1998,BASEketball,American,"['New', ' Beer', ' Tea', ' Street', ' Small', ' Bar', ' bar', ' Pub', ' Adult']",[],"['New', ' Beer', ' Tea', ' Street', ' Small', ' Bar', ' bar', ' Pub', ' Adult']",,,,
12353,1998,Belly,American,"['New', ' Tea', ' Street', ' Local', ' Bar', ' bar', ' Dinner', ' Raw', ' Day', ' Family']",[],"['New', ' Tea', ' Street', ' Local', ' Bar', ' bar', ' Dinner', ' Raw', ' Day', ' Family']",,,,
12354,1998,Beloved,American,"['New', ' Tea', ' Comfort', ' Local', ' Bar', ' bar', ' Market', ' Oil', ' Family']",[],"['New', ' Tea', ' Comfort', ' Local', ' Bar', ' bar', ' Market', ' Oil', ' Family']","['Drama', 'History', 'Horror']",5.9,"['farm', 'freedom', 'ohio', 'slavery', 'spirit']",
12355,1998,The Big Hit,American,"['Tea', ' Local', ' Pan', ' Dinner', ' Store', ' Family']",[],"['Tea', ' Local', ' Pan', ' Dinner', ' Store', ' Family']","['Action', 'Comedy', 'Crime', 'Thriller']",6.1,"['hitman', 'kidnapping', 'kosher', 'vhs', 'video store']",
12356,1998,The Big Lebowski,American,"['New', ' Tea', ' Ramen', ' Cocktail', ' Delivery', ' German', ' Russian', ' Day', ' Adult', ' Family']",[],"['New', ' Tea', ' Ramen', ' Cocktail', ' Delivery', ' German', ' Russian', ' Day', ' Adult', ' Family']","['Comedy', 'Crime']",8.2,"['death', 'drug', 'nihilism', 'rug', 'white russian']",
12357,1998,Billy's Hollywood Screen Kiss,American,"['New', ' Coffee', ' Small', ' Indian', ' Bar', ' bar', ' Latin', ' Room']",['romantic'],"['New', ' Coffee', ' Small', ' Indian', ' Bar', ' bar', ' Latin', ' Room', ' romantic']",,,,
12358,1998,Black Dog,American,"['New', ' Local', ' Pan', ' Meat', ' Raw', ' Oil', ' Family']",[],"['New', ' Local', ' Pan', ' Meat', ' Raw', ' Oil', ' Family']",,,,
12359,1998,Blade,American,"['New', ' Tea', ' Social', ' Special', ' Pita']",[],"['New', ' Tea', ' Social', ' Special', ' Pita']","['Action', 'Horror']",7.1,"['1990s', 'blade', 'blood', 'vampire', 'vampire hunter']",
12360,1998,Blues Brothers 2000,American,"['New', ' Tea', ' Bar', ' bar', ' Music', ' Caribbean', ' Blues', ' Russian', ' Day', ' Musicians', ' Pita']",[],"['New', ' Tea', ' Bar', ' bar', ' Music', ' Caribbean', ' Blues', ' Russian', ' Day', ' Musicians', ' Pita']",,,,
12361,1998,Break Up,American,['Pita'],[],['Pita'],,,,
12362,1998,Bride of Chucky,American,"['New', ' Tea', ' Soul', ' Hotel', ' Convenience', ' Meat', ' Room', ' Store', ' Knife']",[],"['New', ' Tea', ' Soul', ' Hotel', ' Convenience', ' Meat', ' Room', ' Store', ' Knife']","['Comedy', 'Fantasy', 'Horror', 'Romance']",5.3,"['blood', 'doll', 'gore', 'murder', 'serial killer']",
12363,1998,Broken Vessels,American,['Pan'],[],['Pan'],['Drama'],6.6,"['independent film', 'katana sword', 'los angeles storm drain']",
12364,1998,Buffalo '66,American,['New'],[],['New'],"['Comedy', 'Crime', 'Drama', 'Romance']",7.5,"['shower', 'stripper', 'tap dancing', 'underwear', 'undressing']",
12365,1998,A Bug's Life,American,"['Food', ' New', ' Day', ' Pita']",[],"['Food', ' New', ' Day', ' Pita']","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",7.2,"['ant', 'circus', 'grasshopper', 'misunderstanding', 'overhearing']",
12366,1998,Bulworth,American,"['American', ' New', ' Ice Cream', ' Tea', ' Local', ' Health', ' Pan', ' Pub', ' Social', ' Country', ' Room', ' Kids', ' Day', ' South', ' Pita', ' Family']",['romantic'],"['American', ' New', ' Ice Cream', ' Tea', ' Local', ' Health', ' Pan', ' Pub', ' Social', ' Country', ' Room', ' Kids', ' Day', ' South', ' Pita', ' Family', ' romantic']","['Comedy', 'Drama', 'Romance']",6.8,"['hip hop', 'liberal', 'politics', 'senator', 'truth']",
12367,1998,Can't Hardly Wait,American,"['Fish', ' Social', ' Room', ' Family']",[],"['Fish', ' Social', ' Room', ' Family']","['Comedy', 'Romance']",6.5,"['graduation', 'high school', 'letter', 'nerd', 'party']",
12368,1998,Casper Meets Wendy,American,"['Personal', ' Bar', ' Hotel', ' bar', ' Pan', ' Country', ' Room', ' Oil']",[],"['Personal', ' Bar', ' Hotel', ' bar', ' Pan', ' Country', ' Room', ' Oil']",,,,
12369,1998,Caught Up,American,"['Tea', ' Small', ' Knife']",[],"['Tea', ' Small', ' Knife']",,,,
12370,1998,Celebrity,American,"['Tea', ' Entertainment']",[],"['Tea', ' Entertainment']","['Comedy', 'Drama']",6.3,"['celebrity', 'journalist', 'lesbian kiss', 'strong female character', 'tv producer']",
12371,1998,Chairman of the Board,American,"['Tea', ' Pan', ' Dinner']",[],"['Tea', ' Pan', ' Dinner']",['Comedy'],2.3,"['box office flop', 'company', 'invention', 'roommate', 'surfer']",
12372,1998,City of Angels,American,"['New', ' Local', ' Store', ' Pita']",[],"['New', ' Local', ' Store', ' Pita']","['Drama', 'Fantasy', 'Romance']",6.7,"['angel', 'doctor', 'fall', 'heart surgeon', 'hospital']",
12373,1998,A Civil Action,American,"['Food', ' New', ' Personal', ' Small', ' Local', ' Bar', ' bar', ' Pan', ' Water']",[],"['Food', ' New', ' Personal', ' Small', ' Local', ' Bar', ' bar', ' Pan', ' Water']",['Drama'],6.5,"['1980s', 'law firm', 'lawsuit', 'lawyer', 'toxic waste']",
12374,1998,Clay Pigeons,American,"['Fish', ' Small']",[],"['Fish', ' Small']","['Comedy', 'Crime']",6.6,"['breasts', 'serial killer', 'small town', 'vomiting', 'widow']",
12375,1998,Cousin Bette,American,"['New', ' Tea', ' Small', ' Bar', ' bar', ' Pan', ' Special', ' Family']",['romantic'],"['New', ' Tea', ' Small', ' Bar', ' bar', ' Pan', ' Special', ' Family', ' romantic']",,,,
12376,1998,Curse of the Puppet Master,American,"['New', ' Small', ' Soul', ' Dinner', ' Room', ' Day', ' Special']",[],"['New', ' Small', ' Soul', ' Dinner', ' Room', ' Day', ' Special']",,,,
12377,1998,The Curve,American,"['Local', ' Room']",[],"['Local', ' Room']",,,,
12378,1998,Dance with Me,American,"['New', ' Fish', ' Tea', ' Comfort', ' Latin', ' Cuban', ' Raw', ' Day']",[],"['New', ' Fish', ' Tea', ' Comfort', ' Latin', ' Cuban', ' Raw', ' Day']",,,,
12379,1998,"Dancer, Texas Pop. 81",American,"['American', ' Small']",[],"['American', ' Small']","['Comedy', 'Drama', 'Family']",6.8,"['best friend', 'friendship', 'population', 'state in title', 'texas']",
12380,1998,Dangerous Beauty,American,"['New', ' Tea', ' Bar', ' bar', ' Pub', ' Country', ' Adult', ' Family']",[],"['New', ' Tea', ' Bar', ' bar', ' Pub', ' Country', ' Adult', ' Family']",,,,
12381,1998,Dark City,American,"['New', ' Tea', ' Bar', ' Hotel', ' bar', ' Room', ' Store', ' Water', ' Knife', ' Collective']",[],"['New', ' Tea', ' Bar', ' Hotel', ' bar', ' Room', ' Store', ' Water', ' Knife', ' Collective']","['Action', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']",7.7,"['memory', 'murder', 'neo noir', 'retrofuturism', 'tech noir']",
12382,1998,Dead Man on Campus,American,"['Tea', ' Stands', ' Music', ' Room', ' Style', ' Oil', ' Knife']",[],"['Tea', ' Stands', ' Music', ' Room', ' Style', ' Oil', ' Knife']",['Comedy'],6,"['college', 'college roommate', 'party', 'roommate', 'student']",
12383,1998,Deep Impact,American,"['Food', ' American', ' Fish', ' Tea', ' Small', ' Water', ' Family']",[],"['Food', ' American', ' Fish', ' Tea', ' Small', ' Water', ' Family']","['Action', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']",6.1,"['astronomer', 'comet', 'mission', 'president', 'secretary']",
12384,1998,Deep Rising,American,"['Tea', ' Pan', ' Room', ' South', ' Water']",[],"['Tea', ' Pan', ' Room', ' South', ' Water']","['Action', 'Adventure', 'Horror', 'Sci-Fi']",6,"['creature feature', 'hijacker', 'ocean', 'ship', 'shot in the leg']",
12385,1998,Dennis the Menace Strikes Again,American,"['New', ' Tea', ' Cake', ' Day', ' Candy', ' Christmas', ' Family']",[],"['New', ' Tea', ' Cake', ' Day', ' Candy', ' Christmas', ' Family']",,,,
12386,1998,The Dentist 2,American,"['New', ' Small', ' Music', ' Dinner', ' Room', ' Raw', ' Pita']",['romantic'],"['New', ' Small', ' Music', ' Dinner', ' Room', ' Raw', ' Pita', ' romantic']",,,,
12387,1998,Desert Blue,American,"['Small', ' Water']",[],"['Small', ' Water']",['Drama'],6.2,"['cola', 'desert', 'ice cream cone', 'teenage girl', 'vomiting']",
12388,1998,Desperate Measures,American,"['Tea', ' Stands', ' Pan', ' Oil', ' Pita']",[],"['Tea', ' Stands', ' Pan', ' Oil', ' Pita']",,,,
12389,1998,Digging to China,American,"['New', ' Room']",[],"['New', ' Room']",,,,
12390,1998,Dirty Work,American,"['New', ' Local', ' Bar', ' bar', ' Pan', ' Pub', ' Custom', ' Style', ' Day', ' Adult', ' Pita']",[],"['New', ' Local', ' Bar', ' bar', ' Pan', ' Pub', ' Custom', ' Style', ' Day', ' Adult', ' Pita']",['Comedy'],6.4,"['cult film', 'gambling debt', 'job', 'off screen murder', 'revenge']",
12391,1998,Disturbing Behavior,American,"['New', ' Yogurt', ' Tea', ' Personal', ' Local', ' Music', ' Pub', ' Room', ' Kids', ' Day', ' Oil', ' Special', ' Pita', ' Family']",[],"['New', ' Yogurt', ' Tea', ' Personal', ' Local', ' Music', ' Pub', ' Room', ' Kids', ' Day', ' Oil', ' Special', ' Pita', ' Family']","['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",5.5,"['blue ribbon', 'high school', 'jacket', 'jock', 'yogurt']",
12392,1998,Dr. Dolittle,American,"['Tea', ' Local', ' Pan', ' Day', ' Adult', ' Family']",[],"['Tea', ' Local', ' Pan', ' Day', ' Adult', ' Family']",,,,
12393,1998,Down in the Delta,American,"['Restaurant', ' Special', ' Family']",[],"['Restaurant', ' Special', ' Family']",,,,
12394,1998,Drive,American,"['Chinese', ' Bar', ' bar']",[],"['Chinese', ' Bar', ' bar']","['Crime', 'Drama']",7.8,"['kissing in an elevator', 'mythical hero', 'neo noir', 'protective male', 'silent protagonist']",
12395,1998,Edge of Seventeen,American,"['Food', ' Wings', ' New', ' Tea', ' Comfort', ' Local', ' Bar', ' bar', ' Music', ' Room']",[],"['Food', ' Wings', ' New', ' Tea', ' Comfort', ' Local', ' Bar', ' bar', ' Music', ' Room']",,,,
12396,1998,Enemy of the State,American,"['American', ' New', ' Frozen', ' Tea', ' Pan', ' Pub', ' Iranian', ' Room', ' Restaurant', ' Family']",[],"['American', ' New', ' Frozen', ' Tea', ' Pan', ' Pub', ' Iranian', ' Room', ' Restaurant', ' Family']","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",7.3,"['congressman', 'lawyer', 'nsa', 'on the run', 'surveillance']",
12397,1998,Ever After,American,"['Wings', ' New', ' Tea', ' Spanish', ' Bar', ' bar', ' Pan', ' Day']",[],"['Wings', ' New', ' Tea', ' Spanish', ' Bar', ' bar', ' Pan', ' Day']",,,,
12398,1998,The Faculty,American,"['New', ' Tea', ' Local', ' Latin', ' Room', ' Style', ' Day', ' Water']",[],"['New', ' Tea', ' Local', ' Latin', ' Room', ' Style', ' Day', ' Water']","['Horror', 'Mystery', 'Sci-Fi']",6.4,"['alien', 'high school', 'ohio', 'photographer', 'water']",
12399,1998,Fallen,American,"['New', ' Tea', ' Street', ' Themed', ' Raw', ' Family']",[],"['New', ' Tea', ' Street', ' Themed', ' Raw', ' Family']",,,,
12400,1998,Fear and Loathing in Las Vegas,American,"['Tea', ' Bar', ' Hotel', ' bar', ' Pan', ' Room', ' Day', ' Water', ' Guest']",[],"['Tea', ' Bar', ' Hotel', ' bar', ' Pan', ' Room', ' Day', ' Water', ' Guest']","['Adventure', 'Comedy', 'Drama']",7.7,"['american dream', 'convertible', 'drugs', 'journalist', 'lawyer']",
12401,1998,Firestorm,American,"['New', ' Canadian']",[],"['New', ' Canadian']","['Action', 'Crime', 'Thriller']",6.2,"['die hard scenario', 'gunfight', 'hong kong police', 'police escort attacked', 'shootout']",
12402,1998,The Gingerbread Man,American,"['Tea', ' Bar', ' bar', ' Room', ' Day', ' Water']",[],"['Tea', ' Bar', ' bar', ' Room', ' Day', ' Water']",,,,
12403,1998,Gods and Monsters,American,"['New', ' Tea', ' Korean', ' Bar', ' bar', ' Health', ' Latin', ' Room', ' Raw', ' Garden']",[],"['New', ' Tea', ' Korean', ' Bar', ' bar', ' Health', ' Latin', ' Room', ' Raw', ' Garden']","['Biography', 'Drama']",7.5,"['friendship', 'gardener', 'gay interest', 'homosexual', 'memory']",
